58,5,200                                                                                                                                                                                                                                                            
59,5,200                                                                                                                                                                                                                                                            
60,10,200                                                                                                                                                                                                                                                            
61,10,200                                                                                                                                                                                                                                                            
62,9,200                                                                                                                                                                                                                                                            
63,5,200                                                                                                                                                                                                                                                            
64,5,200                                                                                                                                                                                                                                                            
65,7,335                                                                                                                                                                                                                                                            
66,5,200                                                                                                                                                                                                                                                            
67,15,200                                                                                                                                                                                                                                                            
68,7,200                                                                                                                                                                                                                                                            
69,5,200                                                                                                                                                                                                                                                            
70,5,200                                                                                                                                                                                                                                                            
71,5,200                                                                                                                                                                                                                                                            
72,9,200                                                                                                                                                                                                                                                            
73,10,200                                                                                                                                                                                                                                                            
74,7,200                                                                                                                                                                                                                                                            
75,7,200                                                                                                                                                                                                                                                            
76,9,200                                                                                                                                                                                                                                                            
77,2,130                                                                                                                                                                                                                                                            
78,7,130                                                                                                                                                                                                                                                            
79,2,105                                                                                                                                                                                                                                                            
80,5,130                                                                                                                                                                                                                                                            
81,4,130                                                                                                                                                                                                                                                            
82,4,130                                                                                                                                                                                                                                                            
83,5,130                                                                                                                                                                                                                                                            
84,4,130                                                                                                                                                                                                                                                            
85,2,130                                                                                                                                                                                                                                                            
86,2,130                                                                                                                                                                                                                                                            
87,17,200                                                                                                                                                                                                                                                            
88,8,200                                                                                                                                                                                                                                                            
89,8,200                                                                                                                                                                                                                                                            
90,3,200                                                                                                                                                                                                                                                            
91,2,200                                                                                                                                                                                                                                                            
92,4,200                                                                                                                                                                                                                                                            
93,2,105                                                                                                                                                                                                                                                            
94,2,105                                                                                                                                                                                                                                                            
95,4,100                                                                                                                                                                                                                                                            
96,5,200                                                                                                                                                                                                                                                            
97,5,200                                                                                                                                                                                                                                                            
98,9,200                                                                                                                                                                                                                                                            
99,7,200                                                                                                                                                                                                                                                            
100,17,200                                                                                                                                                                                                                                                            
101,2,130                                                                                                                                                                                                                                                            
102,2,130                                                                                                                                                                                                                                                            
103,2,200                                                                                                                                                                                                                                                            
104,4,200                                                                                                                                                                                                                                                            
105,17,200                                                                                                                                                                                                                                                            
106,6,200                                                                                                                                                                                                                                                            
107,4,200                                                                                                                                                                                                                                                            
108,3,200                                                                                                                                                                                                                                                            
109,6,200                                                                                                                                                                                                                                                            
110,7,200                                                                                                                                                                                                                                                            
111,4,335                                                                                                                                                                                                                                                            
112,2,335                                                                                                                                                                                                                                                            
113,5,200                                                                                                                                                                                                                                                            
114,5,200                                                                                                                                                                                                                                                            
115,12,200                                                                                                                                                                                                                                                            
116,15,200                                                                                                                                                                                                                                                            
117,6,200                                                                                                                                                                                                                                                            
118,14,200                                                                                                                                                                                                                                                            
119,82,200                                                                                                                                                                                                                                                            
120,5,335                                                                                                                                                                                                                                                            
121,2,200                                                                                                                                                                                                                                                            
122,3,200                                                                                                                                                                                                                                                            
123,2,105                                                                                                                                                                                                                                                            
124,2,105                                                                                                                                                                                                                                                            
125,2,105                                                                                                                                                                                                                                                            
126,2,105                                                                                                                                                                                                                                                            
127,2,130                                                                                                                                                                                                                                                            
128,2,130                                                                                                                                                                                                                                                            
129,6,130                                                                                                                                                                                                                                                            
130,3,200                                                                                                                                                                                                                                                            
131,6,200                                                                                                                                                                                                                                                            
132,15,200                                                                                                                                                                                                                                                            
133,5,200                                                                                                                                                                                                                                                            
134,5,200                                                                                                                                                                                                                                                            
135,5,200                                                                                                                                                                                                                                                            
136,5,200                                                                                                                                                                                                                                                            
137,20,200                                                                                                                                                                                                                                                            
138,2,325                                                                                                                                                                                                                                                            
139,2,120                                                                                                                                                                                                                                                            
140,2,120                                                                                                                                                                                                                                                            
141,2,120                                                                                                                                                                                                                                                            
142,2,120                                                                                                                                                                                                                                                            
143,2,118                                                                                                                                                                                                                                                            
144,2,118                                                                                                                                                                                                                                                            
145,5,310                                                                                                                                                                                                                                                            
146,5,310                                                                                                                                                                                                                                                            
147,2,310                                                                                                                                                                                                                                                            
148,4,310                                                                                                                                                                                                                                                            
149,4,105                                                                                                                                                                                                                                                            
150,3,100                                                                                                                                                                                                                                                            
151,3,200                                                                                                                                                                                                                                                            
152,2,200                                                                                                                                                                                                                                                            
153,2,125                                                                                                                                                                                                                                                            
154,3,125                                                                                                                                                                                                                                                            
155,3,125                                                                                                                                                                                                                                                            
156,4,32001                                                                                                                                                                                                                                                          
157,2,300                                                                                                                                                                                                                                                            
158,2,300                                                                                                                                                                                                                                                            
159,2,300                                                                                                                                                                                                                                                            
160,2,300                                                                                                                                                                                                                                                            
161,3,300                                                                                                                                                                                                                                                            
162,3,300                                                                                                                                                                                                                                                            
163,6,300                                                                                                                                                                                                                                                            
164,6,300                                                                                                                                                                                                                                                            
165,2,300                                                                                                                                                                                                                                                            
166,2,300                                                                                                                                                                                                                                                            
